Paper ID,Type,Title,github,Author(s)
2612,Oral,Polarimetric Dense Monocular SLAM,,"Luwei Yang, Simon Farser University; Feitong Tan, Simon Fraser University; Ao Li, Simon Fraser University; Zhaopeng Cui, Simon Fraser University; Yasutaka Furukawa, ; Ping Tan,"
2629,Spotlight,LEGO: Learning Edge with Geometry all at Once by Watching Videos,,"Zhenheng Yang, ; Peng Wang, Baidu; Yang Wang, Baidu USA; Wei Xu, ; Ram Nevatia,"
2630,Spotlight,Iterative Learning with Open-set Noisy Labels,,"Yisen Wang, Tsinghua University; Xingjun Ma, The University of Melbourne; Weiyang Liu, Georgia Tech; James Bailey, The University of Melbourne; Hongyuan Zha, Georgia Institute of Technology; Le Song, Georgia Institute of Technology; Shu-Tao Xia, Tsinghua University"
2657,Spotlight,Learning Globally Optimized Object Detector via Policy Gradient,,"Yongming Rao, ; Dahua Lin, CUHK; Jiwen Lu, Tsinghua University"
2708,Spotlight,Multimodal Explanations: Justifying Decisions and Pointing to the Evidence,,"Lisa Anne Hendricks, UC Berkeley; Trevor Darrell, UC Berkeley, USA; Anna Rohrbach, UC Berkeley; Zeynep Akata, University of Amsterdam; Bernt Schiele, MPI Informatics Germany; Marcus Rohrbach, UC Berkeley; Dong Huk Park, UC Berkeley"
2726,Spotlight,Divide and Grow: Capturing Huge Diversity in Crowd Images with Incrementally Growing CNN,,"Deepak Babu Sam, Indian Institute of Science; Neeraj Sajjan, Indian Institute of Science; Venkatesh Babu Radhakrishnan, Indian Institute of Science; Mukundhan Srinivasan, NVIDIA"
2732,Spotlight,Structured Set Matching Networks for One-Shot Part Labeling,,"Jonghyun Choi, ; Jayant Krishnamurthy, Semantic Machines; Aniruddha Kembhavi, Allen Institute for Artificial Intelligence; Ali Farhadi,"
2765,Oral,The Perception-Distortion Tradeoff,,"Yochai Blau, Technion; Tomer Michaeli, Technion"
2769,Spotlight,Video Based Reconstruction of 3D People Models,,"Thiemo Alldieck, TU Braunschweig; Marcus Magnor, TU Braunschweig; Weipeng Xu, MPI Informatics; Christian Theobalt, MPI Informatics; Gerard Pons-Moll, Max Planck for Informatics"
2784,Spotlight,Path Aggregation Network for Instance Segmentation,,"Shu Liu, CUHK; Lu Qi, CUHK; Haifang Qin, ; Jianping Shi, SenseTime; Jiaya Jia, Chinese University of Hong Kong"
2792,Spotlight,Neural 3D Mesh Renderer,,"Hiroharu Kato, Univ. Tokyo; Tatsuya Harada, University of Tokyo"
2801,Spotlight,Learning Semantic Concepts and Order for Image and Sentence Matching,,"Yan Huang, ; Qi Wu, University of Adelaide; Liang Wang, unknown"
2805,Spotlight,Modifying Non-Local Variations Across Multiple Views,,"Tal Tlusty, Technion; Tomer Michaeli, Technion; Tali Dekel, Google; Lihi Zelnik-Manor,"
2812,Oral,Discriminative Learning of Latent Features for Zero-Shot Recognition,,"Yan Li, CASIA; Junge Zhang, ; jianguo Zhang, ; Kaiqi Huang,"
2823,Spotlight,Photographic Text-to-Image Synthesis with a Hierarchically-nested Adversarial Network,,"Zizhao Zhang, University of Florida; Yuanpu Xie, University of Florida; Lin Yang,"
2827,Spotlight,Self-supervised Learning of Geometrically Stable Features Through Probabilistic Introspection,,"David Novotny, Oxford University; Samuel Albanie, Oxford University; Diane Larlus, NAVER LABS Europe; Andrea Vedaldi, U Oxford"
2851,Spotlight,Empirical study of the topology and geometry of deep networks,,"Alhussein Fawzi, ; Seyed-Mohsen Moosavi-Dezfooli, ; Pascal Frossard, ; Stefano Soatto, UCLA"
2871,Oral,Photometric Stereo in Participating Media Considering Shape-Dependent Forward Scatter,,"Yuki Fujimura, Kyoto University; Masaaki Iiyama, Kyoto University; Atsushi Hashimoto, Kyoto University; Michihiko Minoh, Kyoto University"
2895,Spotlight,Future Person Localization in First-Person Videos,,"Takuma Yagi, The University of Tokyo; Karttikeya Mangalam, IIT Kanpur; Ryo Yonetani, The University of Tokyo; Yoichi Sato, Univ of Tokyo"
2905,Spotlight,Smooth Neighbors on Teacher Graphs for Semi-supervised Learning,,"Yucen Luo, Tsinghua University; Jun Zhu, Tsinghua University; Mengxi Li, Tsinghua University; Yong Ren, Tsinghua University; Bo Zhang,"
2918,Spotlight,A PID Controller Approach for Stochastic Optimization of Deep Networks,,"An Wangpeng , Tsinghua University; Haoqian Wang, Tsinghua University, Shenzhen Graduate School; Qingyun Sun, Stanford Univsersity; Jun Xu, Hong Kong Polytechnic U; QIonghai Dai, Tsinghua University; Lei Zhang, The Hong Kong Polytechnic University"
2937,Spotlight,Deformation Aware Image Compression,,"Tamar Rott Shaham, Technion; Tomer Michaeli, Technion"
2956,Spotlight,Single View Stereo Matching,,"Yue Luo, SenseTime; Jimmy Ren, SenseTime Group Limited; Mude Lin, Sun Yat-Sen University; Jiahao Pang, SenseTime Group Limited; Wenxiu Sun, SenseTime Group Limited; Hongsheng Li, ; Liang Lin,"
2964,Spotlight,Interpret Neural Networks by Identifying Critical Data Routing Paths,,"Yulong Wang, Tsinghua University; Hang Su, Tsinghua University; Xiaolin Hu, tsinghua"
2972,Spotlight,Beyond Gr_ner Bases: Basis Selection for Minimal Solvers,,"Viktor Larsson, Lund University; Magnus Oskarsson, Lund University Sweden; Kalle Astroem, Lund University; Alge Wallis, ; Zuzana Kukelova, Czech Technical University in Prague; Tomas Pajdla,"
2974,Spotlight,"A Unifying Contrast Maximization Framework for Event Cameras, with Applications to Motion, Depth, and Optical Flow Estimation",,"Guillermo Gallego, University of Zurich; Henri Rebecq, University of Zurich; Davide Scaramuzza, University of Zurich"
2980,Spotlight,Fight ill-posedness with ill-posedness: Single-shot variational depth super-resolution from shading,,"Bjoern Haefner, TU Munich; Yvain Queau, Technical University Munich; Thomas M_lenhoff, Technical University of Munich; Daniel Cremers,"
2989,Spotlight,Manifold Learning in Quotient Spaces,,"_oi Mehr, LIP6; Andr Lieutier, ; Fernando Sanchez Bermudez, ; Vincent Guitteny, ; Nicolas Thome, Conservatoire national des arts et m_iers; Matthieu Cord,"
3001,Spotlight,Seeing Voices and Hearing Faces: Cross-modal biometric matching,,"Arsha Nagrani, University of Oxford; Samuel Albanie, Oxford University; Andrew Zisserman, Oxford"
3006,Spotlight,Compressed Video Action Recognition,,"Chao-Yuan Wu, UT Austin; Manzil Zaheer, Carnegie Mellon University; Hexiang Hu, ; R. Manmatha, A9; Alexander Smola, ; Philipp Krahenbuhl,"
3013,Oral,"Fast and Furious: Real Time End-to-End 3D Detection, Tracking and Motion Forecasting with a Single Convolutional Net",,"Wenjie Luo, Uber ATG.; UofT; Bin Yang, Uber ATG, UofT; Raquel Urtasun, University of Toronto"
3021,Spotlight,Creating Capsule Wardrobes from Fashion Images,,"Wei-Lin Hsiao, UT-Austin; Kristen Grauman,"
3022,Spotlight,Multi-Task Learning Using Uncertainty to Weigh Losses for Scene Geometry and Semantics,,"Alex Kendall, ; Yarin Gal, University of Cambridge; Roberto Cipolla,"
3025,Spotlight,Image Collection Pop-up: 3D Reconstruction and Clustering of Rigid and Non-Rigid Categories,,"Antonio Agudo, IRI (CSIC-UPC); Francesc Moreno-Noguer, Institut de Robotica i Informatica Industrial (UPC/CSIC)"
3054,Oral,Trapping Light for Time of Flight,,"Ruilin Xu, Columbia University; Mohit Gupta, Wisconsin; Shree Nayar, Columbia University"
3074,Oral,Feature Space Transfer for Data Augmentation,,"Bo Liu, UCSD; Xudong Wang, UCSD; Mandar Dixit, UC San Diego; Roland Kwitt, ; Nuno Vasconcelos, UCSD, USA"
3099,Oral,Self-supervised Multi-level Face Model Learning for Monocular Reconstruction at over 250Hz,,"Ayush Tewari, MPI Informatics; Michael Zollh_er, MPI Informatics; Pablo Garrido, ; Florian Bernard, ; Hyeongwoo Kim, MPII; Patrick Perez, Technicolor Research; Christian Theobalt, MPI Informatics"
3108,Spotlight,3D Semantic Segmentation with Submanifold Sparse Convolutional Networks,,"Benjamin Graham, Facebook AI Research; Laurens van der Maaten, Facebook; Martin Engelcke, University of Oxford"
3124,Oral,"CodeSLAM --- Learning a Compact, Optimisable Representation for Dense Visual SLAM",,"Michael Bloesch, Imperial College London; Jan Czarnowski, Imperial College London; Ronald Clark, Imperial College London; Stefan Leutenegger, Imperial College London; Andrew Davison, Imperial College London UK"
3156,Spotlight,Modeling Facial Geometry using Compositional VAEs,,"Timur Bagautdinov, ; Chenglei Wu, Oculus; Jason Saragih, Oculus Research; Pascal Fua, ; Yaser Sheikh,"
3218,Spotlight,Deep Spatio-Temporal Random Fields for Efficient Video Segmentation,,"Siddhartha Chandra, INRIA; Camille Couprie, Facebook Artificial Intelligence Research; Iasonas Kokkinos, FAIR/UCL"
3232,Spotlight,Robust Hough Transform Based 3D Reconstruction from Circular Light Fields,,"Alessandro Vianello, Robert Bosch GmbH; Jens Ackermann, Robert Bosch GmbH; Maximilian Diebold, Heidelberg University; Bernd J_ne, University of Heidelberg"
3254,Spotlight,LDMNet: Low Dimensional Manifold Regularized Neural Networks,,"Wei Zhu, Duke University; Qiang Qiu, ; Jiaji Huang, Baidu Silicon Valley AI Lab; Robert Calderbank, Duke University; Guillermo Sapiro, Duke; Ingrid Daubechies, Duke University"
3275,Oral,FlipDial: A Generative Model for Two-Way Visual Dialogue,,"Daniela Massiceti, University of Oxford; Siddharth Narayanaswamy, University of Oxford; Puneet Kumar Dokania, University of Oxford; Phil Torr, Oxford"
3280,Spotlight,Webly Supervised Learning Meets Zero-shot Learning: A Hybrid Approach for Fine-grained Classification,,"Li Niu, Rice University; Ashok Veeraraghavan, Rice University; Ashutosh Sabharwal,"
3284,Spotlight,Cross-modal Deep Variational Hand Pose Estimation,,"Adrian Spurr, ETH Zurich; Jie Song, ETHZ; Seonwook Park, ETH Zurich; Otmar HIlliges, ETH Zurich"
3289,Oral,OATM: Occlusion Aware Template Matching by Consensus Set Maximization,,"Simon Korman, Weizmann Institute; Mark Milam, NGC; Stefano Soatto, UCLA"
3292,Spotlight,MX-LSTM: mixing tracklets and vislets to jointly forecast trajectories and head poses,,"Irtiza Hasan, University of Verona; Francesco Setti, ; Theodore Tsesmelis, ; Alessio Del Bue, Istituto Italiano di Tecnologia (IIT); Fabio Galasso, ; Marco Cristani, U. Verona"
3298,Spotlight,Learning Transferable Architectures for Scalable Image Recognition,,"Barret Zoph, Google; Vijay Vasudevan, Google; Jonathon Shlens, Google; Quoc Le, Google"
3308,Spotlight,MovieGraphs: Towards Understanding Human-Centric Situations from Videos,,"Paul Vicol, University of Toronto; Makarand Tapaswi, University of Toronto; Llu_ Castrej_, ; Sanja Fidler,"
3318,Oral,Surface Networks,,"Ilya Kostrikov, NYU; Joan Bruna, New York University; Daniele Panozzo, NYU; Denis Zorin, NYU"
3324,Spotlight,Deep Depth Completion of a Single RGB-D Image,,"Yinda Zhang, Princeton; Thomas Funkhouser, Princeton"
3329,Spotlight,Lose The Views: Limited Angle CT Reconstruction via Implicit Sinogram Completion,,"Rushil Anirudh, Lawrence Livermore National La; Hyojin Kim, Lawrence Livermore National Laboratory; Jayaraman J. Thiagarajan, LLNL; K. Aditya Mohan, Lawrence Livermore National Laboratory; Kyle Champley, Lawrence Livermore National Laboratory; Timo Bremer, Lawrence Livermore National Laboratory"
3330,Spotlight,Now You Shake Me: Towards Automatic 4D Cinema,,"Yuhao Zhou, University of Toronto; Makarand Tapaswi, University of Toronto; Sanja Fidler,"
3340,Spotlight,"Learning-Compression"" algorithms for neural net pruning""",,"Miguel Carreira-perpinan, UC Merced; Yerlan Idelbayev, UC Merced"
3342,Spotlight,Reinforcement Cutting-Agent Learning for Video Object Segmentation,,"Junwei Han, Northwestern Polytechnical U.; Le Yang, Northwestern Polytechnical Uni; Dingwen Zhang, ; Xiaojun Chang, Carnegie Mellon University; Xiaodan Liang, Carnegie Mellon University"
3381,Spotlight,Large-scale Distance Metric Learning with Uncertainty,,"Qi Qian, Alibaba Group; Shenghuo Zhu, Alibaba Group; Rong Jin, Alibaba Group; Jiasheng Tang, Alibaba Group; Hao Li, Alibaba Group"
3394,Spotlight,Distributable Consistent Multi-Graph Matching,,"Nan Hu, Stanford Unviversity; Boris Thibert, ; Leonidas J. Guibas,"
3399,Oral,VirtualHome: Simulating Household Activities via Programs,,"Xavier Puig, MIT; Kevin Ra, ; Marko Boben, ; Jiaman Li, University of Toronto; Tingwu Wang, ; Sanja Fidler, ; Antonio Torralba, MIT"
3430,Spotlight,Learning Nested Structures in Deep Neural Networks,,"Eunwoo Kim, Seoul National University; Chanho Ahn, Seoul National University; Songhwai Oh, Seoul National University"
3438,Spotlight,"Lions and Tigers and Bears: Capturing Non-Rigid, 3D, Articulated Shape from Images",,"Silvia Zuffi, IMATI-CNR; Angjoo Kanazawa, University of Maryland; Michael Black, Max Planck Institute for Intelligent Systems"
3482,Spotlight,A Common Framework for Interactive Texture Transfer,,"Yifang Men, Peking University; Zhouhui Lian, ; Jianguo Xiao, Peking University"
3489,Spotlight,Guide Me: Interacting with Deep Networks,,"Christian Rupprecht, Technische Unitversit?t M?nchen; Iro Laina, ; Federico Tombari, ; Nassir Navab, Technical University of Munich; Gregory Hager, Johns Hopkins University"
3491,Spotlight,Structured Attention Guided Convolutional Neural Fields for Monocular Depth Estimation,,"Dan Xu, ; Wei Wang, University of Trento; Hao Tang, University of Trento; Nicu Sebe, University of Trento; Elisa Ricci, U. Perugia"
3516,Oral,Egocentric Activity Recognition on a Budget,,"Rafael Possas, University of Sydney; Sheila Maricela Pinto Caceres, University of Sydney; Fabio Ramos, University of Sydney"
3523,Spotlight,TextureGAN: Controlling Deep Image Synthesis with Texture Patches,,"Wenqi Xian, ; Patsorn Sangkloy, Georgia Institute of Technology; Varun Agrawal, ; Amit Raj, Georgia Institute of Technolog; Jingwan Lu, Adobe Research; Chen Fang, Adobe Research; Fisher Yu, UC Berkeley; James Hays, Georgia Tech"
3536,Spotlight,Connecting Pixels to Privacy and Utility: Automatic Redaction of Private Information in Images,,"Tribhuvanesh Orekondy, MPI-INF; Mario Fritz, MPI, Saarbrucken, Germany; Bernt Schiele, MPI Informatics Germany"
3548,Spotlight,Boosting Domain Adaptation by Discovering Latent Domains,,"Massimiliano Mancini, Sapienza University of Rome; Lorenzo Porzi, Mapillary Research; Samuel Rota Bul, Mapillary Research; Barbara Caputo, University of Rome La Sapienza, Italy; Elisa Ricci, U. Perugia"
3586,Oral,Improved Fusion of Visual and Language Representations by Dense Symmetric Co-Attention for Visual Question Answering,,"Nguyen Duy Kien, Tohoku University; Takayuki Okatani, Tohoku University/RIKEN AIP"
3595,Oral,Efficient Optimization for Rank-based Loss Functions,,"Pritish Mohapatra, IIIT Hyderabad; Michal Rolinek, Max Planck Institute for Intelligent Systems, Tuebingen; C.V. Jawahar, IIIT Hyderabad; Vladimir Kolmogorov, Institute of Science and Technology, Austria; M. Pawan Kumar,"
3602,Spotlight,xUnit: Learning a Spatial Activation Function for Efficient Image Restoration,,"Idan Kligvasser, Technion; Tamar Rott Shaham, Technion; Tomer Michaeli, Technion"
3623,Oral,MakeupGAN: Makeup Transfer via Cycle-Consistent Adversarial Networks,,"Huiwen Chang, ; Jingwan Lu, Adobe Research; Fisher Yu, UC Berkeley; Adam Finkelstein, Princeton University"
3626,Oral,Revisiting Deep Intrinsic Image Decompositions,,"Qingnan Fan, Shandong University; David Wipf, Microsoft Research Asia; Jiaolong Yang, Microsoft Research Asia; Gang Hua, Microsoft Research; Baoquan Chen,"
3656,Spotlight,CondenseNet: An Efficient DenseNet using Learned Group Convolutions,,"Gao Huang, ; Shichen Liu, Tsinghua University; Laurens van der Maaten, Facebook; Kilian Weinberger, Cornell University"
3659,Spotlight,Link and code: Fast indexing with graphs and compact regression codes,,"Matthijs Douze, ; Herve Jegou, Facebook AI Research"
3673,Spotlight,Learning Deep Descriptors with Scale-Aware Triplet Networks,,"Michel Keller, ETH Z_ich; Zetao Chen, ETH Zurich; Fabiola Maffra, ETH Z_ich; Patrik Schmuck, ETH Zurich; Margarita Chli, ETH Zurich"
3718,Oral,Ordinal Depth Supervision for 3D Human Pose Estimation,,"Georgios Pavlakos, ; Xiaowei Zhou, Zhejiang University; Kostas Daniilidis, University of Pennsylvania"
3723,Oral,Multi-Cell Classification by Convolutional Dictionary Learning with Class Proportion Priors,,"Florence Yellin, Johns Hopkins University; Benjamin Haeffele, Johns Hopkins University; Rene Vidal, Johns Hopkins University"
3741,Spotlight,Learning Intelligent Dialogs for Bounding Box Annotation,,"Ksenia Konyushkova, Google; Jasper Uijlings, Google; Christoph Lampert, ; Vittorio Ferrari, google"
3761,Spotlight,Burst Denoising with Kernel Prediction Networks,,"Ben Mildenhall, UC Berkeley; Jiawen Chen, Google; Jonathan Barron, Google; Robert Carroll, Google; Dillon Sharlet, ; Ren Ng, Berkeley"
3771,Spotlight,Art of singular vectors and universal adversarial perturbations,,"Valentin Khrulkov, Skoltech; Ivan Oseledets, Skoltech"
3791,Spotlight,"A Low Power, High Throughput, Fully Event-Based Stereo System",,"Alexander Andreopoulos, IBM Research; Hirak Kashyap, UC Irvine and IBM; Tapan Nayak, IBM; Arnon Amir, IBM; Myron Flickner, IBM"
3807,Spotlight,Jointly Localizing and Describing Events for Dense Video Captioning,,"Yehao Li, Sun Yat-Sen University; Ting Yao, Microsoft Research Asia; Yingwei Pan, University of Science and Technology of China; Hongyang Chao, Sun Yat-sen University; Tao Mei, Microsoft Research Asia"
3815,Spotlight,Customized Image Narrative Generation via Interactive Visual Question Generation and Answering,,Andr
3817,Spotlight,Good Appearance Features for Multi-Target Multi-Camera Tracking,,"Ergys Ristani, Duke University; Carlo Tomasi, Duke University"
3890,Oral,Accurate and Diverse Sampling of Sequences based on a ``Best of Many'' Sample Objective,,"Apratim Bhattacharyya, MPI Informatics; Mario Fritz, MPI, Saarbrucken, Germany; Bernt Schiele, MPI Informatics Germany"
3916,Spotlight,Unsupervised Person Image Synthesis in Arbitrary Poses,,"Albert Pumarola, IRI (CSIC-UPC); Antonio Agudo, IRI (CSIC-UPC); Alberto Sanfeliu, IRI (CSIC-UPC); Francesc Moreno-Noguer, Institut de Robotica i Informatica Industrial (UPC/CSIC)"
3966,Oral,MapNet: An Allocentric Spatial Memory for Mapping Environments,,"Joao Henriques, ; Andrea Vedaldi, U Oxford"
3968,Oral,A Globally Optimal Solution to the Non-Minimal Relative Pose Problem,,"Jesus Briales, University of Malaga; Laurent Kneip, ; Javier Gonzalez-Jimenez,"
3970,Spotlight,Robust Video Content Alignment and Compensation for Rain Removal in a CNN Framework,,"Jie Chen, Nanyang Technological University; Cheen-Hau Tan, ; Junhui Hou, City University of Hong Kong; Lap-Pui Chau, Nanyang Technological University; He Li,"
3971,Spotlight,Unsupervised Learning and Segmentation of Complex Activities from Video,,"Fadime Sener, University of Bonn; Angela Yao, University of Bonn"
3977,Spotlight,Inferring Light Fields from Shadows,,"Manel Baradad, MIT; Vickie Ye, MIT; Adam Yedida, MIT; Fredo Durand, ; William Freeman, MIT/Google; Gregory Wornell, ; Antonio Torralba, MIT"
3990,Spotlight,"Shift: A Zero FLOP, Zero Parameter Alternative to Spatial Convolutions",,"Bichen Wu, UC Berkeley; Xiangyu Yue, UC Berkeley; Alvin Wan, UC Berkeley; Peter Jin, UC Berkeley; Sicheng Zhao, UC Berkeley; Noah Golmant, UC Berkeley; Amir Gholaminejad, UC Berkeley; Joseph Gonzalez, UC Berkeley; Kurt Keutzer, UC Berkeley"
4057,Spotlight,Captioning Images with Style Transfer from Unaligned Text Corpora,,"Alexander Mathews, Australian National University; Xuming He, ShanghaiTech; Lexing Xie, Australian National University, Data61"
4083,Spotlight,Extreme 3D Face Reconstruction: Looking Past Occlusions,,"Anh Tran, USC; Tal Hassner, Open Univ Israel; Iacopo Masi, USC; G_ard Medioni,"
4093,Spotlight,Deflecting Adversarial Attacks with Pixel Deflection,,"Aaditya Prakash, Brandeis University; Nick Moran, Bradeis University; Solomon Garber, Brandeis University; Antonella DiLillo, Brandeis University; James Storer, Brandeis University"
4098,Spotlight,Boosting Adversarial Attacks with Momentum,,"Yinpeng Dong, Tsinghua Univeristy; Fangzhou Liao, Tsinghua University; Tianyu Pang, Tsinghua University; Hang Su, Tsinghua University; Jun Zhu, Tsinghua University; Xiaolin Hu, tsinghua; Jianguo Li, Intel Lab"
4133,Spotlight,Decoupled Networks,,"Weiyang Liu, Georgia Tech; Zhen Liu, ; Zhiding Yu, Carnegie Mellon University; Bo Dai, ; Yisen Wang, Tsinghua University; Thomas Breuel, ; James Rehg, Georgia Institute of Technology; Jan Kautz, NVIDIA; Le Song, Georgia Institute of Technology"
4217,Spotlight,Net2Vec: Quantifying and Explaining how Concepts are Encoded by Filters in Deep Neural Networks,,"Ruth Fong, University of Oxford; Andrea Vedaldi, U Oxford"
4304,Spotlight,Unsupervised Sparse Dirichlet-Net for Hyperspectral Image Super-Resolution,,"Ying Qu, The University of Tennessee; Hairong Qi, University of Tennessee; Chiman Kwan,"
4307,Oral,A Volumetric Descriptive Network for 3D Object Synthesis,,"Jianwen Xie, UCLA; Zilong Zheng, ucla"
7,Poster,Video Captioning via Hierarchical Reinforcement Learning,,"Xin Wang, UCSB; Wenhu Chen, ; Jiawei Wu, UCSB; Yuan-Fang Wang, UCSB; William Yang Wang, UCSB"
19,Poster,Frustum PointNets for 3D Object Detection from RGB-D Data,,"Charles R. Qi, Stanford University; Wei Liu, ; Chenxia Wu, ; hao Su, ; Leonidas J. Guibas,"
21,Poster,Tips and Tricks for Visual Question Answering: Learnings from the 2017 Challenge,,"Damien Teney, Unversity of Adelaide; Peter Anderson, Australian National University; Xiaodong He, ; Anton Van den Hengel, University of Adelaide"
24,Poster,Rethinking the Faster R-CNN Architecture for Temporal Action Localization,,"Yu-Wei Chao, University of Michigan; Sudheendra Vijayanarasimhan, Google Research; Bryan Seybold, Google Research; David Ross, Google Research; Jia Deng, ; Rahul Sukthankar, Google Research"
34,Poster,A High-Quality Denoising Dataset for Smartphone Cameras,,"Abdelrahman Abdelhamed, York University; Stephen Lin, Microsoft Research Asia, China; Michael Brown, York University"
35,Poster,Improving Color Reproduction Accuracy in the Camera Imaging Pipeline,,"Hakki Karaimer, York University; Michael Brown, York University"
41,Poster,pOSE: Pseudo Object Space Error for Initialization-Free Bundle Adjustment,,"Je Hyeong Hong, University of Cambridge; Christopher Zach, Toshiba Research"
47,Poster,Learning to Segment Every Thing,,"Ronghang Hu, UC Berkeley; Piotr Dollar, Facebook AI Research, Menlo Park, USA; Kaiming He, ; Trevor Darrell, UC Berkeley, USA; Ross Girshick,"
52,Poster,Embodied Question Answering,,"Abhishek Das, Georgia Tech; Samyak Datta, Georgia Tech; Georgia Gkioxari, Facebook; Devi Parikh, Georgia Tech; Dhruv Batra, Georgia Tech; Stefan Lee, Georgia Tech"
64,Poster,Towards Open-Set Identity Preserving Face Synthesis,,"Jianmin Bao, USTC; Dong Chen, Microsoft Research Asia; Fang Wen, ; Houqiang Li, ; Gang Hua, Microsoft Research"
67,Poster,Baseline Desensitizing In Translation Averaging,,"Bingbing Zhuang, National University of Singapore; Loong Fah Cheong, National University of Singapore; Gim Hee Lee, National University of SIngapore"
68,Poster,Learning from the Deep: A Revised Underwater Image Formation Model,,"Derya Akkaynak, University of Haifa; Tali Treibitz, University of Haifa"
77,Poster,Deep Texture Manifold for Ground Terrain Recognition,,"Jia Xue, Rutgers; Hang Zhang, Rutgers University; Kristin Dana,"
83,Poster,DS*: Tighter Lifting-Free Convex Relaxations for Quadratic Matching Problems,,"Florian Bernard, ; Christian Theobalt, MPI Informatics; Michael Moeller, University of Siegen"
85,Poster,"Sparse, Smart Contours to Represent and Edit Images",,"Tali Dekel, Google; Dilip Krishnan, Google; Chuang Gan, Tsinghua University; Ce Liu, Google, Cambridge, USA; William Freeman, Google"
92,Poster,Every Smile is Unique: Landmark-guided Diverse Smile Generation,,"Wei Wang, University of Trento; Xavier Alameda-Pineda, University of Trento; Dan Xu, ; Elisa Ricci, U. Perugia; Nicu Sebe, University of Trento"
95,Poster,Generative Non-Rigid Shape Completion with Graph Convolutional Autoencoders,,"Or Litany, Tel Aviv University; Alex Bronstein, ; Michael Bronstein, ; Ameesh Makadia, Google Research"
97,Poster,Learning a Discriminative Prior for Blind Image Deblurring,,"Lerenhan Li, HUST; Jinshan Pan, UC Merced; Wei-Sheng Lai, University of California, Merced; Changxin Gao, HUST; Nong Sang, ; Ming-Hsuan Yang, UC Merced"
100,Poster,Attentional ShapeContextNet for Point Cloud Recognition,,"Saining Xie, UCSD; Sainan Liu, UCSD; Zeyu Chen, UCSD; Zhuowen Tu, UCSD, USA"
102,Poster,Learning Superpixels with Segmentation-Aware Affinity Loss,,"Wei-Chih Tu, National Taiwan University; Ming-Yu Liu, NVIDIA; Varun Jampani, NVIDIA Research; Deqing Sun, NVIDIA; Shao-Yi Chien, National Taiwan University; Ming-Hsuan Yang, UC Merced; Jan Kautz, NVIDIA"
106,Poster,Recurrent Saliency Transformation Network: Incorporating Multi-Stage Visual Cues for Small Organ Segmentation,,"Qihang Yu, Peking University; Lingxi Xie, UCLA; Yan Wang, JHU; Yuyin Zhou, JHU; Elliot Fishman, ; Alan Yuille, JHU"
109,Poster,MegaDepth: Learning Single-View Depth Prediction from Internet Photos,,"Zhengqi Li, Cornell University; Noah Snavely, Cornell University / Google"
112,Poster,Don't Just Assume; Look and Answer: Overcoming Priors for Visual Question Answering,,"Aishwarya Agrawal, Georgia Institute of Technology; Dhruv Batra, Georgia Tech; Devi Parikh, Georgia Tech; Aniruddha Kembhavi, Allen Institute for Artificial Intelligence"
116,Poster,Human-centric Indoor Scene Synthesis Using Stochastic Grammar,,"Siyuan Qi, UCLA; Yixin Zhu, UCLA; Siyuan Huang, UCLA; Chenfanfu Jiang, ; Song-Chun Zhu,"
120,Poster,Learning by Asking Questions,,"Ishan Misra, CMU; Ross Girshick, ; Rob Fergus, New York University; Martial Hebert, Carnegie Mellon University; Abhinav Gupta, ; Laurens van der Maaten, Facebook"
121,Poster,Instance Embedding Transfer to Unsupervised Video Object Segmentation,,"Siyang Li, USC; Bryan Seybold, Google Research; Alexey Vorobyov, Google Inc.; Alireza Fathi, Stanford University; Qin Huang, University of Southern California; C.-C. Jay Kuo, University of Southern California"
122,Poster,Detect-and-Track: Efficient Pose Estimation in Videos,,"Rohit Girdhar, CMU; Georgia Gkioxari, Facebook; Lorenzo Torresani, Darthmout College, USA; Manohar Paluri, ; Du Tran, Dartmouth College"
124,Poster,Self-Supervised Adversarial Hashing Networks for Cross-Modal Retrieval,,"Chao Li, Xidian University; Cheng Deng, Xidian University; Ning Li, Xidian University; Wei Liu, ; Dacheng Tao, University of Sydney; Xinbo Gao,"
125,Poster,Guided Proofreading of Automatic Segmentations for Connectomics,,"Daniel Haehn, Harvard University; Verena Kaynig, ; James Tompkin, Brown University; Jeff Lichtman, Harvard University; Hanspeter Pfister, Harvard University"
130,Poster,Context-aware Synthesis for Video Frame Interpolation,,"Simon Niklaus, Portland State University; Feng Liu, Portland State University"
131,Poster,2D/3D Pose Estimation and Action Recognition using Multitask Deep Learning,,"Diogo Luvizon, ETIS Lab; David Picard, ETIS /LIP6; Hedi Tabia, ETIS / ENSEA"
135,Poster,NAG: Network for Adversary Generation,,"Konda Reddy Mopuri, Indian Institute of Science; Utkarsh Ojha, MNNIT Allahabad; Utsav Garg, Nanyang Technological University; Venkatesh Babu Radhakrishnan, Indian Institute of Science"
137,Poster,Avatar-Net: Multi-scale Zero-shot Style Transfer by Feature Decoration,,"Lu Sheng, The Chinese University of HK; Jing Shao, The Sensetime Group Limited; Ziyi Lin, SenseTime Co. Ltd.; Xiaogang Wang, Chinese University of Hong Kong"
147,Poster,Interactive Image Segmentation with Latent Diversity,,"Zhuwen Li, Intel Labs; Qifeng Chen, Intel Labs; Vladlen Koltun, Intel Labs"
